Date,Start (ET),Visitor team,Visitor team's points,Home team,Home team's points,Attendance,Arena,Notes
"Thu, November 18, 2021",9:00p,Toronto Raptors,103,Utah Jazz,119,"18,306",Vivint SMarcht Home Arena,Regular Season
"Fri, November 19, 2021",7:00p,Indiana Pacers,118,Charlotte Hornets,121,"16,787",Spectrum Center,Regular Season
"Fri, November 19, 2021",7:00p,Golden State Warriors,105,Detroit Pistons,102,"20,088",Little Caesars Arena,Regular Season
"Fri, November 19, 2021",7:30p,Los Angeles Lakers,108,Boston Celtics,130,"19,156",TD Garden,Regular Season
"Fri, November 19, 2021",7:30p,Orlando Magic,113,Brooklyn Nets,115,"16,966",Barclays Center,Regular Season
"Fri, November 19, 2021",8:00p,Oklahoma City Thunder,89,Milwaukee Bucks,96,"17,341",Fiserv Forum,Regular Season
"Fri, November 19, 2021",8:00p,Los Angeles Clippers,81,New Orleans Pelicans,94,"15,274",Smoothie King Center,Regular Season
"Fri, November 19, 2021",9:00p,Chicago Bulls,114,Denver Nuggets,108,"19,520",Ball Arena,Regular Season
"Fri, November 19, 2021",10:00p,Dallas Mavericks,104,Phoenix Suns,112,"17,071",Phoenix Suns Arena,Regular Season
"Fri, November 19, 2021",10:00p,Toronto Raptors,108,Sacramento Kings,89,"13,159",Golden 1 Center,Regular Season
"Sat, November 20, 2021",5:00p,Houston Rockets,99,New York Knicks,106,"19,812",Madison Square Garden (IV),Regular Season
"Sat, November 20, 2021",7:00p,New Orleans Pelicans,94,Indiana Pacers,111,"15,081",Gainbridge Fieldhouse,Regular Season
"Sat, November 20, 2021",7:00p,Miami Heat,100,Washington Wizards,103,"20,476",Capital One Arena,Regular Season
"Sat, November 20, 2021",7:30p,Charlotte Hornets,105,Atlanta Hawks,115,"17,320",State Farm Arena,Regular Season
"Sat, November 20, 2021",7:30p,Oklahoma City Thunder,105,Boston Celtics,111,"19,156",TD Garden,Regular Season
"Sat, November 20, 2021",8:00p,Orlando Magic,108,Milwaukee Bucks,117,"17,341",Fiserv Forum,Regular Season
"Sat, November 20, 2021",8:00p,Memphis Grizzlies,95,Minnesota Timberwolves,138,"17,136",Target Center,Regular Season
"Sat, November 20, 2021",10:00p,Philadelphia 76ers,111,Portland Trail Blazers,118,"17,027",Moda Center,Regular Season
"Sat, November 20, 2021",10:00p,Utah Jazz,123,Sacramento Kings,105,"13,180",Golden 1 Center,Regular Season
"Sun, November 21, 2021",3:30p,Dallas Mavericks,91,Los Angeles Clippers,97,"17,149",Crypto.com Arena,Regular Season
"Sun, November 21, 2021",6:00p,Los Angeles Lakers,121,Detroit Pistons,116,"15,532",Little Caesars Arena,Regular Season
"Sun, November 21, 2021",8:00p,New York Knicks,103,Chicago Bulls,109,"21,813",United Center,Regular Season
"Sun, November 21, 2021",8:00p,Denver Nuggets,97,Phoenix Suns,126,"16,072",Phoenix Suns Arena,Regular Season
"Sun, November 21, 2021",8:30p,Toronto Raptors,104,Golden State Warriors,119,"18,064",Chase Center,Regular Season
"Mon, November 22, 2021",7:00p,Brooklyn Nets,117,Cleveland Cavaliers,112,"17,387",Rocket Mortgage Fieldhouse,Regular Season
"Mon, November 22, 2021",7:00p,Charlotte Hornets,109,Washington Wizards,103,"16,575",Capital One Arena,Regular Season
"Mon, November 22, 2021",7:30p,Oklahoma City Thunder,101,Atlanta Hawks,113,"15,806",State Farm Arena,Regular Season
"Mon, November 22, 2021",7:30p,Houston Rockets,90,Boston Celtics,108,"19,156",TD Garden,Regular Season
"Mon, November 22, 2021",8:00p,Indiana Pacers,109,Chicago Bulls,77,"21,586",United Center,Regular Season
"Mon, November 22, 2021",8:00p,Orlando Magic,92,Milwaukee Bucks,123,"17,341",Fiserv Forum,Regular Season
"Mon, November 22, 2021",8:00p,Minnesota Timberwolves,110,New Orleans Pelicans,96,"15,689",Smoothie King Center,Regular Season
"Mon, November 22, 2021",8:30p,Phoenix Suns,115,San Antonio Spurs,111,"14,715",AT&T Center,Regular Season
"Mon, November 22, 2021",9:00p,Memphis Grizzlies,119,Utah Jazz,118,"18,306",Vivint SMarcht Home Arena,Regular Season
"Mon, November 22, 2021",10:00p,Philadelphia 76ers,102,Sacramento Kings,94,"13,948",Golden 1 Center,Regular Season
"Tue, November 23, 2021",7:00p,Miami Heat,100,Detroit Pistons,92,"13,123",Little Caesars Arena,Regular Season
"Tue, November 23, 2021",7:30p,Los Angeles Lakers,100,New York Knicks,106,"19,812",Madison Square Garden (IV),Regular Season
"Tue, November 23, 2021",10:00p,Denver Nuggets,100,Portland Trail Blazers,119,"17,052",Moda Center,Regular Season
"Tue, November 23, 2021",10:30p,Dallas Mavericks,112,Los Angeles Clippers,104,"17,067",Crypto.com Arena,Regular Season
"Wed, November 24, 2021",7:00p,Phoenix Suns,120,Cleveland Cavaliers,115,"18,055",Rocket Mortgage Fieldhouse,Regular Season
"Wed, November 24, 2021",7:00p,Los Angeles Lakers,124,Indiana Pacers,116,"15,572",Gainbridge Fieldhouse,Regular Season
"Wed, November 24, 2021",7:00p,Charlotte Hornets,106,Orlando Magic,99,"16,114",Amway Center,Regular Season
"Wed, November 24, 2021",7:30p,Brooklyn Nets,123,Boston Celtics,104,"19,156",TD Garden,Regular Season
"Wed, November 24, 2021",8:00p,Chicago Bulls,113,Houston Rockets,118,"16,074",Toyota Center,Regular Season
"Wed, November 24, 2021",8:00p,Toronto Raptors,126,Memphis Grizzlies,113,"15,409",FedEx Forum,Regular Season
"Wed, November 24, 2021",8:00p,Detroit Pistons,93,Milwaukee Bucks,114,"17,341",Fiserv Forum,Regular Season
"Wed, November 24, 2021",8:00p,Miami Heat,101,Minnesota Timberwolves,113,"17,136",Target Center,Regular Season
"Wed, November 24, 2021",8:00p,Washington Wizards,102,New Orleans Pelicans,127,"14,659",Smoothie King Center,Regular Season
"Wed, November 24, 2021",8:00p,Utah Jazz,110,Oklahoma City Thunder,104,"14,081",Paycom Center,Regular Season
"Wed, November 24, 2021",8:30p,Atlanta Hawks,124,San Antonio Spurs,106,"13,161",AT&T Center,Regular Season
"Wed, November 24, 2021",10:00p,Philadelphia 76ers,96,Golden State Warriors,116,"18,064",Chase Center,Regular Season
"Wed, November 24, 2021",10:00p,Portland Trail Blazers,121,Sacramento Kings,125,"14,997",Golden 1 Center,Regular Season
"Fri, November 26, 2021",3:30p,Detroit Pistons,96,Los Angeles Clippers,107,"18,139",Crypto.com Arena,Regular Season
"Fri, November 26, 2021",7:00p,Minnesota Timberwolves,115,Charlotte Hornets,133,"19,314",Spectrum Center,Regular Season
"Fri, November 26, 2021",7:00p,Phoenix Suns,118,New York Knicks,97,"19,812",Madison Square Garden (IV),Regular Season
"Fri, November 26, 2021",7:00p,Chicago Bulls,123,Orlando Magic,88,"18,236",Amway Center,Regular Season
"Fri, November 26, 2021",8:00p,Toronto Raptors,97,Indiana Pacers,114,"13,508",Gainbridge Fieldhouse,Regular Season
"Fri, November 26, 2021",8:00p,Atlanta Hawks,132,Memphis Grizzlies,100,"16,622",FedEx Forum,Regular Season
"Fri, November 26, 2021",8:00p,Washington Wizards,101,Oklahoma City Thunder,99,"14,579",Paycom Center,Regular Season
"Fri, November 26, 2021",8:30p,Boston Celtics,88,San Antonio Spurs,96,"15,360",AT&T Center,Regular Season
"Fri, November 26, 2021",9:00p,Milwaukee Bucks,120,Denver Nuggets,109,"19,520",Ball Arena,Regular Season
"Fri, November 26, 2021",9:00p,New Orleans Pelicans,98,Utah Jazz,97,"18,306",Vivint SMarcht Home Arena,Regular Season
"Fri, November 26, 2021",10:00p,Portland Trail Blazers,103,Golden State Warriors,118,"18,064",Chase Center,Regular Season
"Fri, November 26, 2021",10:30p,Sacramento Kings,141,Los Angeles Lakers,137,"18,997",Crypto.com Arena,Regular Season
"Sat, November 27, 2021",6:00p,Minnesota Timberwolves,121,Philadelphia 76ers,120,"21,011",Wells Fargo Center,Regular Season
"Sat, November 27, 2021",7:30p,New York Knicks,99,Atlanta Hawks,90,"17,287",State Farm Arena,Regular Season
"Sat, November 27, 2021",7:30p,Phoenix Suns,113,Brooklyn Nets,107,"18,071",Barclays Center,Regular Season
"Sat, November 27, 2021",8:00p,Miami Heat,107,Chicago Bulls,104,"21,110",United Center,Regular Season
"Sat, November 27, 2021",8:00p,Orlando Magic,92,Cleveland Cavaliers,105,"18,248",Rocket Mortgage Fieldhouse,Regular Season
"Sat, November 27, 2021",8:00p,Charlotte Hornets,143,Houston Rockets,146,"14,687",Toyota Center,Regular Season
"Sat, November 27, 2021",8:30p,Washington Wizards,120,Dallas Mavericks,114,"20,223",American Airlines Center,Regular Season
"Sat, November 27, 2021",9:00p,New Orleans Pelicans,105,Utah Jazz,127,"18,306",Vivint SMarcht Home Arena,Regular Season
"Sun, November 28, 2021",3:30p,Golden State Warriors,105,Los Angeles Clippers,90,"19,068",Crypto.com Arena,Regular Season
"Sun, November 28, 2021",5:00p,Milwaukee Bucks,118,Indiana Pacers,100,"13,130",Gainbridge Fieldhouse,Regular Season
"Sun, November 28, 2021",6:00p,Sacramento Kings,101,Memphis Grizzlies,128,"12,844",FedEx Forum,Regular Season
"Sun, November 28, 2021",6:00p,Boston Celtics,109,Toronto Raptors,97,"19,800",Scotiabank Arena,Regular Season
"Sun, November 28, 2021",9:30p,Detroit Pistons,106,Los Angeles Lakers,110,"18,997",Crypto.com Arena,Regular Season
"Mon, November 29, 2021",7:00p,Orlando Magic,96,Philadelphia 76ers,101,"20,193",Wells Fargo Center,Regular Season
"Mon, November 29, 2021",7:30p,Denver Nuggets,120,Miami Heat,111,"19,600",FTX Arena,Regular Season
"Mon, November 29, 2021",8:00p,Charlotte Hornets,119,Chicago Bulls,133,"21,366",United Center,Regular Season
"Mon, November 29, 2021",8:00p,Oklahoma City Thunder,89,Houston Rockets,102,"12,829",Toyota Center,Regular Season
"Mon, November 29, 2021",8:00p,Indiana Pacers,98,Minnesota Timberwolves,100,"14,191",Target Center,Regular Season
"Mon, November 29, 2021",8:30p,Cleveland Cavaliers,114,Dallas Mavericks,96,"19,229",American Airlines Center,Regular Season
"Mon, November 29, 2021",8:30p,Washington Wizards,99,San Antonio Spurs,116,"12,606",AT&T Center,Regular Season
"Mon, November 29, 2021",9:00p,Portland Trail Blazers,107,Utah Jazz,129,"18,306",Vivint SMarcht Home Arena,Regular Season
"Mon, November 29, 2021",10:30p,New Orleans Pelicans,123,Los Angeles Clippers,104,"15,691",Crypto.com Arena,Regular Season
"Tue, November 30, 2021",7:30p,New York Knicks,110,Brooklyn Nets,112,"18,081",Barclays Center,Regular Season
"Tue, November 30, 2021",7:30p,Memphis Grizzlies,98,Toronto Raptors,91,"19,800",Scotiabank Arena,Regular Season
"Tue, November 30, 2021",10:00p,Golden State Warriors,96,Phoenix Suns,104,"17,071",Phoenix Suns Arena,Regular Season
"Tue, November 30, 2021",10:00p,Detroit Pistons,92,Portland Trail Blazers,110,"16,071",Moda Center,Regular Season
"Tue, November 30, 2021",10:00p,Los Angeles Lakers,117,Sacramento Kings,92,"12,459",Golden 1 Center,Regular Season
"Wed, December 1, 2021",7:00p,Atlanta Hawks,114,Indiana Pacers,111,"12,656",Gainbridge Fieldhouse,Regular Season
"Wed, December 1, 2021",7:00p,Denver Nuggets,103,Orlando Magic,108,"14,191",Amway Center,Regular Season
"Wed, December 1, 2021",7:00p,Minnesota Timberwolves,107,Washington Wizards,115,"15,318",Capital One Arena,Regular Season
"Wed, December 1, 2021",7:30p,Philadelphia 76ers,87,Boston Celtics,88,"19,156",TD Garden,Regular Season
"Wed, December 1, 2021",7:30p,Cleveland Cavaliers,111,Miami Heat,85,"19,600",FTX Arena,Regular Season
"Wed, December 1, 2021",8:00p,Charlotte Hornets,125,Milwaukee Bucks,127,"17,341",Fiserv Forum,Regular Season
"Wed, December 1, 2021",8:00p,Dallas Mavericks,139,New Orleans Pelicans,107,"15,558",Smoothie King Center,Regular Season
"Wed, December 1, 2021",8:00p,Houston Rockets,114,Oklahoma City Thunder,110,"13,222",Paycom Center,Regular Season
"Wed, December 1, 2021",10:30p,Sacramento Kings,124,Los Angeles Clippers,115,"17,217",Crypto.com Arena,Regular Season
"Thu, December 2, 2021",7:30p,Chicago Bulls,119,New York Knicks,115,"19,812",Madison Square Garden (IV),Regular Season
"Thu, December 2, 2021",7:30p,Milwaukee Bucks,93,Toronto Raptors,97,"19,800",Scotiabank Arena,Regular Season
"Thu, December 2, 2021",8:00p,Oklahoma City Thunder,79,Memphis Grizzlies,152,"13,103",FedEx Forum,Regular Season
"Thu, December 2, 2021",9:00p,Detroit Pistons,103,Phoenix Suns,114,0,Phoenix Suns Arena,Regular Season
"Thu, December 2, 2021",10:00p,San Antonio Spurs,114,Portland Trail Blazers,83,"16,143",Moda Center,Regular Season
"Fri, December 3, 2021",7:00p,Miami Heat,113,Indiana Pacers,104,"13,854",Gainbridge Fieldhouse,Regular Season
"Fri, December 3, 2021",7:00p,Cleveland Cavaliers,116,Washington Wizards,101,"17,227",Capital One Arena,Regular Season
"Fri, December 3, 2021",7:30p,Philadelphia 76ers,98,Atlanta Hawks,96,"17,092",State Farm Arena,Regular Season
"Fri, December 3, 2021",7:30p,Minnesota Timberwolves,105,Brooklyn Nets,110,"17,732",Barclays Center,Regular Season
"Fri, December 3, 2021",8:00p,Orlando Magic,116,Houston Rockets,118,"13,697",Toyota Center,Regular Season
"Fri, December 3, 2021",8:30p,New Orleans Pelicans,107,Dallas Mavericks,91,"19,218",American Airlines Center,Regular Season
"Fri, December 3, 2021",9:00p,Boston Celtics,130,Utah Jazz,137,"18,306",Vivint SMarcht Home Arena,Regular Season
"Fri, December 3, 2021",10:00p,Phoenix Suns,96,Golden State Warriors,118,"18,064",Chase Center,Regular Season
"Fri, December 3, 2021",10:00p,Los Angeles Clippers,119,Los Angeles Lakers,115,"18,997",Crypto.com Arena,Regular Season
"Sat, December 4, 2021",1:00p,Denver Nuggets,113,New York Knicks,99,"18,272",Madison Square Garden (IV),Regular Season
"Sat, December 4, 2021",8:00p,Chicago Bulls,111,Brooklyn Nets,107,"18,116",Barclays Center,Regular Season
"Sat, December 4, 2021",8:00p,Miami Heat,102,Milwaukee Bucks,124,"17,341",Fiserv Forum,Regular Season
"Sat, December 4, 2021",8:30p,Memphis Grizzlies,97,Dallas Mavericks,90,"19,396",American Airlines Center,Regular Season
"Sat, December 4, 2021",8:30p,San Antonio Spurs,112,Golden State Warriors,107,"18,064",Chase Center,Regular Season
"Sat, December 4, 2021",10:00p,Boston Celtics,145,Portland Trail Blazers,117,"18,193",Moda Center,Regular Season
"Sat, December 4, 2021",10:00p,Los Angeles Clippers,99,Sacramento Kings,104,"15,004",Golden 1 Center,Regular Season
"Sun, December 5, 2021",3:30p,Utah Jazz,109,Cleveland Cavaliers,108,"18,113",Rocket Mortgage Fieldhouse,Regular Season
"Sun, December 5, 2021",6:00p,Charlotte Hornets,130,Atlanta Hawks,127,"16,383",State Farm Arena,Regular Season
"Sun, December 5, 2021",6:00p,Washington Wizards,90,Toronto Raptors,102,"19,800",Scotiabank Arena,Regular Season
"Sun, December 5, 2021",7:00p,New Orleans Pelicans,108,Houston Rockets,118,"14,771",Toyota Center,Regular Season
"Mon, December 6, 2021",7:00p,Philadelphia 76ers,127,Charlotte Hornets,124,"14,462",Spectrum Center,Regular Season
"Mon, December 6, 2021",7:00p,Oklahoma City Thunder,114,Detroit Pistons,103,"10,522",Little Caesars Arena,Regular Season
"Mon, December 6, 2021",7:00p,Washington Wizards,110,Indiana Pacers,116,"12,581",Gainbridge Fieldhouse,Regular Season
"Mon, December 6, 2021",7:30p,Memphis Grizzlies,105,Miami Heat,90,"19,600",FTX Arena,Regular Season
"Mon, December 6, 2021",8:00p,Denver Nuggets,97,Chicago Bulls,109,"21,236",United Center,Regular Season
"Mon, December 6, 2021",8:00p,Cleveland Cavaliers,104,Milwaukee Bucks,112,"17,341",Fiserv Forum,Regular Season
"Mon, December 6, 2021",8:00p,Atlanta Hawks,121,Minnesota Timberwolves,110,"15,736",Target Center,Regular Season
"Mon, December 6, 2021",9:00p,San Antonio Spurs,104,Phoenix Suns,108,"15,292",Phoenix Suns Arena,Regular Season
"Mon, December 6, 2021",10:00p,Orlando Magic,95,Golden State Warriors,126,"18,064",Chase Center,Regular Season
"Mon, December 6, 2021",10:00p,Los Angeles Clippers,102,Portland Trail Blazers,90,"15,865",Moda Center,Regular Season
"Tue, December 7, 2021",7:30p,Brooklyn Nets,102,Dallas Mavericks,99,"19,559",American Airlines Center,Regular Season
"Tue, December 7, 2021",8:30p,New York Knicks,121,San Antonio Spurs,109,"14,698",AT&T Center,Regular Season
"Tue, December 7, 2021",10:00p,Boston Celtics,102,Los Angeles Lakers,117,"18,997",Crypto.com Arena,Regular Season
"Wed, December 8, 2021",7:00p,Philadelphia 76ers,110,Charlotte Hornets,106,"15,709",Spectrum Center,Regular Season
"Wed, December 8, 2021",7:00p,Chicago Bulls,92,Cleveland Cavaliers,115,"17,707",Rocket Mortgage Fieldhouse,Regular Season
"Wed, December 8, 2021",7:00p,Washington Wizards,119,Detroit Pistons,116,"10,499",Little Caesars Arena,Regular Season
"Wed, December 8, 2021",7:00p,New York Knicks,102,Indiana Pacers,122,"13,167",Gainbridge Fieldhouse,Regular Season
"Wed, December 8, 2021",7:30p,Milwaukee Bucks,104,Miami Heat,113,"19,600",FTX Arena,Regular Season
"Wed, December 8, 2021",7:30p,Oklahoma City Thunder,110,Toronto Raptors,109,"19,800",Scotiabank Arena,Regular Season
"Wed, December 8, 2021",8:00p,Brooklyn Nets,104,Houston Rockets,114,"15,834",Toyota Center,Regular Season
"Wed, December 8, 2021",8:00p,Dallas Mavericks,104,Memphis Grizzlies,96,"14,025",FedEx Forum,Regular Season
"Wed, December 8, 2021",8:00p,Utah Jazz,136,Minnesota Timberwolves,104,"15,181",Target Center,Regular Season
"Wed, December 8, 2021",8:00p,Denver Nuggets,120,New Orleans Pelicans,114,"15,035",Smoothie King Center,Regular Season
"Wed, December 8, 2021",10:00p,Portland Trail Blazers,94,Golden State Warriors,104,"18,064",Chase Center,Regular Season
"Wed, December 8, 2021",10:00p,Orlando Magic,130,Sacramento Kings,142,"14,364",Golden 1 Center,Regular Season
"Wed, December 8, 2021",10:30p,Boston Celtics,111,Los Angeles Clippers,114,"17,064",Crypto.com Arena,Regular Season
"Thu, December 9, 2021",7:00p,Utah Jazz,118,Philadelphia 76ers,96,"20,272",Wells Fargo Center,Regular Season
"Thu, December 9, 2021",8:00p,Los Angeles Lakers,95,Memphis Grizzlies,108,"16,334",FedEx Forum,Regular Season
"Thu, December 9, 2021",8:30p,Denver Nuggets,111,San Antonio Spurs,123,"12,855",AT&T Center,Regular Season
"Fri, December 10, 2021",7:00p,Sacramento Kings,123,Charlotte Hornets,124,"16,335",Spectrum Center,Regular Season
"Fri, December 10, 2021",7:00p,Dallas Mavericks,93,Indiana Pacers,106,"12,618",Gainbridge Fieldhouse,Regular Season
"Fri, December 10, 2021",7:30p,Brooklyn Nets,113,Atlanta Hawks,105,"17,074",State Farm Arena,Regular Season
"Fri, December 10, 2021",7:30p,New York Knicks,87,Toronto Raptors,90,"19,800",Scotiabank Arena,Regular Season
"Fri, December 10, 2021",8:00p,Milwaukee Bucks,123,Houston Rockets,114,"16,319",Toyota Center,Regular Season
"Fri, December 10, 2021",8:00p,Cleveland Cavaliers,123,Minnesota Timberwolves,106,"15,694",Target Center,Regular Season
"Fri, December 10, 2021",8:00p,Detroit Pistons,93,New Orleans Pelicans,109,"15,828",Smoothie King Center,Regular Season
"Fri, December 10, 2021",8:00p,Los Angeles Lakers,116,Oklahoma City Thunder,95,"16,523",Paycom Center,Regular Season
"Fri, December 10, 2021",10:00p,Boston Celtics,90,Phoenix Suns,111,"17,071",Phoenix Suns Arena,Regular Season
"Sat, December 11, 2021",3:30p,Orlando Magic,104,Los Angeles Clippers,106,"17,156",Crypto.com Arena,Regular Season
"Sat, December 11, 2021",7:00p,Utah Jazz,123,Washington Wizards,98,"17,575",Capital One Arena,Regular Season
"Sat, December 11, 2021",8:00p,Sacramento Kings,103,Cleveland Cavaliers,117,"19,432",Rocket Mortgage Fieldhouse,Regular Season
"Sat, December 11, 2021",8:00p,Houston Rockets,106,Memphis Grizzlies,113,"17,794",FedEx Forum,Regular Season
"Sat, December 11, 2021",8:00p,Chicago Bulls,92,Miami Heat,118,"19,731",FTX Arena,Regular Season
"Sat, December 11, 2021",8:30p,Golden State Warriors,93,Philadelphia 76ers,102,"21,016",Wells Fargo Center,Regular Season
"Sat, December 11, 2021",8:30p,Denver Nuggets,127,San Antonio Spurs,112,"14,607",AT&T Center,Regular Season
"Sun, December 12, 2021",12:00p,Milwaukee Bucks,112,New York Knicks,97,"19,812",Madison Square Garden (IV),Regular Season
